"fips","state","name","broadband_2017","median_val_owner_occupied_2010","median_household_income_2019"
22011,"Louisiana","Beauregard Parish",69.1,83400,53209
22013,"Louisiana","Bienville Parish",58.6,62700,30272
22015,"Louisiana","Bossier Parish",67.5,130400,54268
22017,"Louisiana","Caddo Parish",68.1,113300,41797
22019,"Louisiana","Calcasieu Parish",70.8,109400,51148
22021,"Louisiana","Caldwell Parish",58,67800,37691
22023,"Louisiana","Cameron Parish",66.1,122700,53423
22025,"Louisiana","Catahoula Parish",54,67900,40129
22027,"Louisiana","Claiborne Parish",44.7,61200,26776
22029,"Louisiana","Concordia Parish",56.5,72700,32500
22031,"Louisiana","De Soto Parish",64.2,80300,46006
22033,"Louisiana","East Baton Rouge Parish",77.1,156100,54948
22035,"Louisiana","East Carroll Parish",33.4,44400,22346
22037,"Louisiana","East Feliciana Parish",56.2,101500,51803
22039,"Louisiana","Evangeline Parish",58.2,76100,31965
22041,"Louisiana","Franklin Parish",44.1,72100,35282
22043,"Louisiana","Grant Parish",58,83000,42505
22045,"Louisiana","Iberia Parish",68.4,98100,46861
22047,"Louisiana","Iberville Parish",65.7,88700,50161
22049,"Louisiana","Jackson Parish",67.3,73600,39139
22051,"Louisiana","Jefferson Parish",72.9,175100,54032
22053,"Louisiana","Jefferson Davis Parish",64,83700,42105
22055,"Louisiana","Lafayette Parish",80.5,151600,56999
22057,"Louisiana","Lafourche Parish",72.7,115500,55506
22059,"Louisiana","LaSalle Parish",64.9,72800,42104
22061,"Louisiana","Lincoln Parish",76.1,110700,35467
22063,"Louisiana","Livingston Parish",75.6,142400,63389
22065,"Louisiana","Madison Parish",42.5,71400,30350
22067,"Louisiana","Morehouse Parish",50.6,71200,32929
22069,"Louisiana","Natchitoches Parish",53.8,90500,28567
22071,"Louisiana","Orleans Parish",66.1,184100,41604
22073,"Louisiana","Ouachita Parish",67.8,112400,41121
22075,"Louisiana","Plaquemines Parish",74.8,203100,57204
22077,"Louisiana","Pointe Coupee Parish",62.6,108600,41480
22079,"Louisiana","Rapides Parish",72.6,110500,47269
22081,"Louisiana","Red River Parish",60,72200,33816
22083,"Louisiana","Richland Parish",47.8,70000,34029
22085,"Louisiana","Sabine Parish",54.3,74600,40336
22087,"Louisiana","St. Bernard Parish",68.4,132400,44661
22089,"Louisiana","St. Charles Parish",78.2,170200,69019
22091,"Louisiana","St. Helena Parish",48.8,82400,43886
22093,"Louisiana","St. James Parish",68,116600,51603
22095,"Louisiana","St. John the Baptist Parish",70.1,146700,57429
22097,"Louisiana","St. Landry Parish",62.7,82100,36403
22099,"Louisiana","St. Martin Parish",68,84300,48656
22101,"Louisiana","St. Mary Parish",66.3,85500,40485
22103,"Louisiana","St. Tammany Parish",83.6,201800,68905
22105,"Louisiana","Tangipahoa Parish",72.3,133400,47832
22107,"Louisiana","Tensas Parish",42,72400,27500
22109,"Louisiana","Terrebonne Parish",69.8,118100,48747
22111,"Louisiana","Union Parish",48.2,79700,44100
22113,"Louisiana","Vermilion Parish",70,93300,51945
22115,"Louisiana","Vernon Parish",70.8,85400,49141
22117,"Louisiana","Washington Parish",53.5,84400,37570
22119,"Louisiana","Webster Parish",49.1,76400,28951
22121,"Louisiana","West Baton Rouge Parish",72.4,126500,65385
22123,"Louisiana","West Carroll Parish",43.8,76600,38500
22125,"Louisiana","West Feliciana Parish",65.9,161400,59637
22127,"Louisiana","Winn Parish",64.5,59500,38353
23001,"Maine","Androscoggin County",77.1,155700,53509
23003,"Maine","Aroostook County",68.2,85900,41123
23005,"Maine","Cumberland County",83.9,248400,73072
23007,"Maine","Franklin County",75.3,128700,51422
23009,"Maine","Hancock County",75.6,201600,57178
23011,"Maine","Kennebec County",77,148100,55365
23013,"Maine","Knox County",77.3,203800,57751
23015,"Maine","Lincoln County",75.4,206200,57720
23017,"Maine","Oxford County",71.1,146500,49204
23019,"Maine","Penobscot County",76.4,133600,50808
23021,"Maine","Piscataquis County",64.7,100800,40890
23023,"Maine","Sagadahoc County",79.1,193100,63694
23025,"Maine","Somerset County",70.2,109500,44256
23027,"Maine","Waldo County",75.9,150300,51931
23029,"Maine","Washington County",68.6,102300,41347
23031,"Maine","York County",81.5,233300,67830
24001,"Maryland","Allegany County",70.4,116800,45893
24003,"Maryland","Anne Arundel County",87.9,370100,100798
24005,"Maryland","Baltimore County",83,269900,76866
24009,"Maryland","Calvert County",87.9,392900,109313
24011,"Maryland","Caroline County",72.8,228100,58638
24013,"Maryland","Carroll County",83.3,350900,96769
24015,"Maryland","Cecil County",78.1,261200,76887
24017,"Maryland","Charles County",84.6,355800,100003
24019,"Maryland","Dorchester County",70.5,205000,52917
24021,"Maryland","Frederick County",85.3,349500,97730
24023,"Maryland","Garrett County",68.9,169400,52617
24025,"Maryland","Harford County",85.2,298800,89147
24027,"Maryland","Howard County",92.8,456200,121160
24029,"Maryland","Kent County",72.6,281100,58598
24031,"Maryland","Montgomery County",89.6,482900,108820
24033,"Maryland","Prince George's County",83.2,327600,84920
24035,"Maryland","Queen Anne's County",84.6,375700,97034
24037,"Maryland","St. Mary's County",78.5,327800,89845
24039,"Maryland","Somerset County",63.8,155900,37803
24041,"Maryland","Talbot County",79.3,352400,73547
24043,"Maryland","Washington County",72.4,238000,60860
24045,"Maryland","Wicomico County",75.6,195100,56956
24047,"Maryland","Worcester County",76.9,289100,63499
24510,"Maryland","Baltimore city",69.5,160400,50379
25001,"Massachusetts","Barnstable County",83.5,392700,74336
25003,"Massachusetts","Berkshire County",78.2,207800,59230
25005,"Massachusetts","Bristol County",77.9,306600,69095
25007,"Massachusetts","Dukes County",77,681300,71811
25009,"Massachusetts","Essex County",82.6,372400,79263
25011,"Massachusetts","Franklin County",78,222000,60950
25013,"Massachusetts","Hampden County",75.5,200500,55429
25015,"Massachusetts","Hampshire County",85.5,262200,70876
25017,"Massachusetts","Middlesex County",86.7,420800,102603
25019,"Massachusetts","Nantucket County",90.3,1000001,107717
25021,"Massachusetts","Norfolk County",87.3,408100,103291
25023,"Massachusetts","Plymouth County",85.6,360700,89489
25025,"Massachusetts","Suffolk County",80.7,384500,69669
25027,"Massachusetts","Worcester County",82.2,282800,74679
26001,"Michigan","Alcona County",65.1,119300,40484
26003,"Michigan","Alger County",68.4,111500,45570
26005,"Michigan","Allegan County",72.1,149400,62965
26007,"Michigan","Alpena County",70.4,104800,43363
26009,"Michigan","Antrim County",72.6,156500,56165
26011,"Michigan","Arenac County",61.8,99000,42290
26013,"Michigan","Baraga County",69.1,86500,46065
26015,"Michigan","Barry County",76,147300,64490
26017,"Michigan","Bay County",74.7,107800,48819
26019,"Michigan","Benzie County",77.2,160200,57974
26021,"Michigan","Berrien County",72.4,135600,50795
26023,"Michigan","Branch County",72.7,111800,51947
26025,"Michigan","Calhoun County",71.9,110300,48607
26027,"Michigan","Cass County",72.3,133700,55107
26029,"Michigan","Charlevoix County",75.5,162600,55760
26031,"Michigan","Cheboygan County",68.4,123400,48044
26033,"Michigan","Chippewa County",71,103100,46486
26035,"Michigan","Clare County",63.2,92500,39565
26037,"Michigan","Clinton County",82.2,167700,70390
26039,"Michigan","Crawford County",72.6,108000,47977
26041,"Michigan","Delta County",72.1,100600,47434
26043,"Michigan","Dickinson County",73,87800,51645
26045,"Michigan","Eaton County",79,152700,64348
26047,"Michigan","Emmet County",76.5,182900,55829
26049,"Michigan","Genesee County",72.1,118000,48588
26051,"Michigan","Gladwin County",59.4,117700,44619
26053,"Michigan","Gogebic County",59.3,69200,38839
26055,"Michigan","Grand Traverse County",82.1,174300,63575
26057,"Michigan","Gratiot County",66.7,93600,47848
26059,"Michigan","Hillsdale County",66.5,116500,49622
26061,"Michigan","Houghton County",72.8,86100,43183
26063,"Michigan","Huron County",67,104900,48289
26065,"Michigan","Ingham County",78.8,137900,52872
26067,"Michigan","Ionia County",74,123700,57043
26069,"Michigan","Iosco County",71.5,102300,43678
26071,"Michigan","Iron County",57.6,75700,41599
26073,"Michigan","Isabella County",70.5,128000,45116
26075,"Michigan","Jackson County",74.7,130000,53658
26077,"Michigan","Kalamazoo County",82.3,145900,56511
26079,"Michigan","Kalkaska County",65.3,105900,46898
26081,"Michigan","Kent County",81.8,147600,63053
26083,"Michigan","Keweenaw County",61.5,81800,50292
26085,"Michigan","Lake County",56.8,92900,37320
26087,"Michigan","Lapeer County",76.3,165200,62641
26089,"Michigan","Leelanau County",81.5,241200,65249
26091,"Michigan","Lenawee County",76.9,140400,55450
26093,"Michigan","Livingston County",83.9,216400,84221
26095,"Michigan","Luce County",61.4,86000,45469
26097,"Michigan","Mackinac County",65.7,126100,47938
26099,"Michigan","Macomb County",81.1,157000,62855
26101,"Michigan","Manistee County",72.2,124000,50055
26103,"Michigan","Marquette County",75.4,125100,53970
26105,"Michigan","Mason County",71,121600,51725
26107,"Michigan","Mecosta County",70.1,119200,45018
26109,"Michigan","Menominee County",68,97300,46828
26111,"Michigan","Midland County",76.8,132800,62625
26113,"Michigan","Missaukee County",68.2,112300,47194
26115,"Michigan","Monroe County",77.6,161800,62203
26117,"Michigan","Montcalm County",66.8,112700,49448
26119,"Michigan","Montmorency County",65.8,103200,41772
26121,"Michigan","Muskegon County",73.5,112800,50854
26123,"Michigan","Newaygo County",64.2,115800,50326
26125,"Michigan","Oakland County",85.5,204300,79698
26127,"Michigan","Oceana County",65.3,115400,50104
26129,"Michigan","Ogemaw County",65.7,105900,40373
26131,"Michigan","Ontonagon County",57.6,75300,41546
26133,"Michigan","Osceola County",58.6,101100,44032
26135,"Michigan","Oscoda County",58.4,93100,42335
26137,"Michigan","Otsego County",75.3,122300,54332
26139,"Michigan","Ottawa County",83.1,161200,69314
26141,"Michigan","Presque Isle County",62.7,108700,47948
26143,"Michigan","Roscommon County",71.8,107400,42054
26145,"Michigan","Saginaw County",72.2,110000,48000
26147,"Michigan","St. Clair County",77.6,150300,56951
26149,"Michigan","St. Joseph County",70.8,116200,52086
26151,"Michigan","Sanilac County",66.5,115600,47672
26153,"Michigan","Schoolcraft County",62.2,87700,45500
26155,"Michigan","Shiawassee County",74.7,129300,56032
26157,"Michigan","Tuscola County",69.6,112200,49988
26159,"Michigan","Van Buren County",70.1,125600,54485
26161,"Michigan","Washtenaw County",85.4,216200,72586
26163,"Michigan","Wayne County",68.9,121100,47301
26165,"Michigan","Wexford County",67,111500,47193
27001,"Minnesota","Aitkin County",66.5,177900,49351
27003,"Minnesota","Anoka County",85.7,223100,82175
27005,"Minnesota","Becker County",73,166800,60284
27007,"Minnesota","Beltrami County",76.5,143800,49160
27009,"Minnesota","Benton County",78,170800,57715
27011,"Minnesota","Big Stone County",69.5,81900,53900
27013,"Minnesota","Blue Earth County",82.6,163500,57429
27015,"Minnesota","Brown County",75.7,122400,61120
27017,"Minnesota","Carlton County",69,163500,63098
27019,"Minnesota","Carver County",87,287100,101496
27021,"Minnesota","Cass County",72.3,184900,52204
27023,"Minnesota","Chippewa County",72,94400,55269
27025,"Minnesota","Chisago County",82.4,230600,83464
27027,"Minnesota","Clay County",74.8,146100,65269
27029,"Minnesota","Clearwater County",68.5,113300,50386
27031,"Minnesota","Cook County",70.4,247100,57432
27033,"Minnesota","Cottonwood County",72,81800,52087
27035,"Minnesota","Crow Wing County",79.5,187000,56549
27037,"Minnesota","Dakota County",86.7,243700,86036
27039,"Minnesota","Dodge County",82.9,163700,74575
27041,"Minnesota","Douglas County",75.2,182600,63819
27043,"Minnesota","Faribault County",70.5,87000,53156
27045,"Minnesota","Fillmore County",71,133900,61207
27047,"Minnesota","Freeborn County",73.1,111800,53631
27049,"Minnesota","Goodhue County",79.1,192900,66800
27051,"Minnesota","Grant County",70.5,102700,55466
27053,"Minnesota","Hennepin County",83.6,247900,78167
27055,"Minnesota","Houston County",78.1,149200,60382
27057,"Minnesota","Hubbard County",74.7,175500,56709
27059,"Minnesota","Isanti County",77.1,203700,74616
27061,"Minnesota","Itasca County",75,146800,55139
27063,"Minnesota","Jackson County",73.9,100300,58727
27065,"Minnesota","Kanabec County",67.4,162800,57163
27067,"Minnesota","Kandiyohi County",77.1,157400,60294
27069,"Minnesota","Kittson County",55.5,64200,59643
27071,"Minnesota","Koochiching County",69.8,99800,50870
27073,"Minnesota","Lac qui Parle County",71.5,77100,53071
27075,"Minnesota","Lake County",74.6,142000,61452
27077,"Minnesota","Lake of the Woods County",42.1,135500,49967
27079,"Minnesota","Le Sueur County",77.1,191900,71080
27081,"Minnesota","Lincoln County",68.2,76300,53077
27083,"Minnesota","Lyon County",79.7,136300,57730
27085,"Minnesota","McLeod County",78.7,169400,62121
27087,"Minnesota","Mahnomen County",61.3,86500,44688
27089,"Minnesota","Marshall County",68.8,84600,60118
27091,"Minnesota","Martin County",74.8,96200,52798
27093,"Minnesota","Meeker County",71.7,165600,63452
27095,"Minnesota","Mille Lacs County",71.5,167600,56135
27097,"Minnesota","Morrison County",71,159500,57815
27099,"Minnesota","Mower County",75.5,108600,54295
27101,"Minnesota","Murray County",73.2,90000,60231
27103,"Minnesota","Nicollet County",81.4,169700,67399
27105,"Minnesota","Nobles County",72.8,97200,55304
27107,"Minnesota","Norman County",59.8,79300,55085
27109,"Minnesota","Olmsted County",85.7,174000,76951
27111,"Minnesota","Otter Tail County",70.3,158600,58682
27113,"Minnesota","Pennington County",72.5,91600,60122
27115,"Minnesota","Pine County",64.6,162400,53422
27117,"Minnesota","Pipestone County",70.4,85100,52917
27119,"Minnesota","Polk County",75.7,115800,59343
27121,"Minnesota","Pope County",73.4,148700,61275
27123,"Minnesota","Ramsey County",82.1,222700,64660
27125,"Minnesota","Red Lake County",69.9,80800,58576
27127,"Minnesota","Redwood County",66.9,88300,55404
27129,"Minnesota","Renville County",63.7,97100,59028
27131,"Minnesota","Rice County",80.2,210400,68584
27133,"Minnesota","Rock County",77,99200,63005
27135,"Minnesota","Roseau County",55.6,96200,62202
27137,"Minnesota","St. Louis County",73.9,140400,55646
27139,"Minnesota","Scott County",87.7,274300,102152
27141,"Minnesota","Sherburne County",85.6,226300,89250
27143,"Minnesota","Sibley County",69.5,148500,63439
27145,"Minnesota","Stearns County",78.7,174500,62789
27147,"Minnesota","Steele County",79.1,156300,64903
27149,"Minnesota","Stevens County",75.4,120300,60559
27151,"Minnesota","Swift County",68.8,97600,51620
27153,"Minnesota","Todd County",67.4,139400,53585
27155,"Minnesota","Traverse County",68.5,69200,51957
27157,"Minnesota","Wabasha County",75.7,157300,65226
27159,"Minnesota","Wadena County",69.3,113800,46605
27161,"Minnesota","Waseca County",79.3,141400,56762
27163,"Minnesota","Washington County",89.1,264800,96671
27165,"Minnesota","Watonwan County",62.6,89300,54065
27167,"Minnesota","Wilkin County",72,102800,60595
27169,"Minnesota","Winona County",79.7,159200,59329
27171,"Minnesota","Wright County",83,222300,84974
27173,"Minnesota","Yellow Medicine County",72.9,97100,59210
28001,"Mississippi","Adams County",67.7,77500,29936
28003,"Mississippi","Alcorn County",59.4,85700,42086
28005,"Mississippi","Amite County",51,72300,33981
28007,"Mississippi","Attala County",57.1,72200,33767
28009,"Mississippi","Benton County",52.6,79100,36258
28011,"Mississippi","Bolivar County",54.4,77800,29854
28013,"Mississippi","Calhoun County",53.2,60700,37263
28015,"Mississippi","Carroll County",57.9,65400,46052
28017,"Mississippi","Chickasaw County",51.4,59800,36548
28019,"Mississippi","Choctaw County",51.6,72800,36777
28021,"Mississippi","Claiborne County",55.1,53500,29338
28023,"Mississippi","Clarke County",51.1,59900,43207
28025,"Mississippi","Clay County",60,74500,31833
28027,"Mississippi","Coahoma County",51.2,53400,29121
28029,"Mississippi","Copiah County",44.6,73200,42151
28031,"Mississippi","Covington County",52.2,81600,38178
28033,"Mississippi","DeSoto County",79.5,152300,67038
28035,"Mississippi","Forrest County",69.9,110400,39840
28037,"Mississippi","Franklin County",67.3,70000,40219
28039,"Mississippi","George County",60.9,92400,47292
28041,"Mississippi","Greene County",62.1,72600,49677
28043,"Mississippi","Grenada County",57.1,85900,40122
28045,"Mississippi","Hancock County",73.2,150700,48119
28047,"Mississippi","Harrison County",74.6,142700,47894
28049,"Mississippi","Hinds County",69.8,105000,44625
28051,"Mississippi","Holmes County",32.4,46900,21504
28053,"Mississippi","Humphreys County",52.6,60100,28962
28055,"Mississippi","Issaquena County",49.2,62000,24208
28057,"Mississippi","Itawamba County",67,80000,44567
28059,"Mississippi","Jackson County",72,125500,51657
28061,"Mississippi","Jasper County",45.5,67100,35872
28063,"Mississippi","Jefferson County",56.5,67000,25019
28065,"Mississippi","Jefferson Davis County",40.8,58800,32116
28067,"Mississippi","Jones County",48.9,79500,41775
28069,"Mississippi","Kemper County",38.5,61700,31103
28071,"Mississippi","Lafayette County",76,149800,50272
28073,"Mississippi","Lamar County",78.5,157200,60328
28075,"Mississippi","Lauderdale County",60.4,83200,42534
28077,"Mississippi","Lawrence County",44.6,71500,41914
28079,"Mississippi","Leake County",50.2,70100,37096
28081,"Mississippi","Lee County",69.1,107100,50559
28083,"Mississippi","Leflore County",39.9,63400,26735
28085,"Mississippi","Lincoln County",53.5,80000,42606
28087,"Mississippi","Lowndes County",64,104200,50441
28089,"Mississippi","Madison County",77.8,181100,71824
28091,"Mississippi","Marion County",50.2,79600,32090
28093,"Mississippi","Marshall County",48.7,84800,42233
28095,"Mississippi","Monroe County",55.9,79500,42354
28097,"Mississippi","Montgomery County",59.6,68400,39840
28099,"Mississippi","Neshoba County",56.6,69200,37987
28101,"Mississippi","Newton County",56.8,67100,35958
28103,"Mississippi","Noxubee County",46.1,55900,33784
28105,"Mississippi","Oktibbeha County",71.7,106900,40453
28107,"Mississippi","Panola County",48.6,75000,38304
28109,"Mississippi","Pearl River County",69.2,121700,46901
28111,"Mississippi","Perry County",58.5,71500,42469
28113,"Mississippi","Pike County",48.3,82000,31784
28115,"Mississippi","Pontotoc County",56.2,84000,44759
28117,"Mississippi","Prentiss County",63.2,70800,39256
28119,"Mississippi","Quitman County",47.3,46200,25283
28121,"Mississippi","Rankin County",80.1,142400,65996
28123,"Mississippi","Scott County",47.1,63800,34943
28125,"Mississippi","Sharkey County",60.3,65300,29394
28127,"Mississippi","Simpson County",52,75100,43850
28129,"Mississippi","Smith County",43.2,72600,43105
28131,"Mississippi","Stone County",64.1,105400,45483
28133,"Mississippi","Sunflower County",53.9,63300,30838
28135,"Mississippi","Tallahatchie County",48.2,51600,29864
28137,"Mississippi","Tate County",64.5,100500,51030
28139,"Mississippi","Tippah County",59.9,71100,39246
28141,"Mississippi","Tishomingo County",59.2,73200,37681
28143,"Mississippi","Tunica County",60.3,73000,39370
28145,"Mississippi","Union County",62.5,78600,45754
28147,"Mississippi","Walthall County",45.4,83800,30961
28149,"Mississippi","Warren County",69.9,99700,45113
28151,"Mississippi","Washington County",60.7,72800,29705
28153,"Mississippi","Wayne County",56.6,60500,37706
28155,"Mississippi","Webster County",59,72500,45730
28157,"Mississippi","Wilkinson County",45.6,55400,27313
28159,"Mississippi","Winston County",54.8,71900,34724
28161,"Mississippi","Yalobusha County",44.1,61700,41464
28163,"Mississippi","Yazoo County",51.5,70500,33279
29001,"Missouri","Adair County",72.7,97800,41929
29003,"Missouri","Andrew County",73.8,125500,58772
29005,"Missouri","Atchison County",69.5,69500,50236
29007,"Missouri","Audrain County",68,84700,44261
29009,"Missouri","Barry County",57.3,101600,44403
29011,"Missouri","Barton County",57.8,84000,44125
29013,"Missouri","Bates County",68.1,102000,47625
29015,"Missouri","Benton County",60.2,97500,40249
29017,"Missouri","Bollinger County",61.6,92800,44158
29019,"Missouri","Boone County",81.8,153900,55328
29021,"Missouri","Buchanan County",71.2,107800,51916
29023,"Missouri","Butler County",66.5,87700,39915
29025,"Missouri","Caldwell County",67.1,97600,49839
29027,"Missouri","Callaway County",68,122700,56938
29029,"Missouri","Camden County",72.5,187200,53478
29031,"Missouri","Cape Girardeau County",77,132500,53732
29033,"Missouri","Carroll County",64.6,72600,50830
29035,"Missouri","Carter County",59.9,88100,39530
29037,"Missouri","Cass County",81.2,152900,69433
29039,"Missouri","Cedar County",63.5,92300,39365
29041,"Missouri","Chariton County",64.3,76500,46738
29043,"Missouri","Christian County",78.9,146800,60645
29045,"Missouri","Clark County",66.7,68700,48909
29047,"Missouri","Clay County",84.1,153900,70510
29049,"Missouri","Clinton County",74.9,150200,62701
29051,"Missouri","Cole County",68.7,136300,60066
29053,"Missouri","Cooper County",69.4,112400,52735
29055,"Missouri","Crawford County",64.4,105400,44438
29057,"Missouri","Dade County",62.9,73000,40399
29059,"Missouri","Dallas County",60.1,96800,43542
29061,"Missouri","Daviess County",67.9,99100,51679
29063,"Missouri","DeKalb County",66.5,115100,55918
29065,"Missouri","Dent County",65.6,84100,42100
29067,"Missouri","Douglas County",54.3,87800,37425
29069,"Missouri","Dunklin County",63.1,67300,36380
29071,"Missouri","Franklin County",73.7,147200,57214
29073,"Missouri","Gasconade County",71.3,111900,54885
29075,"Missouri","Gentry County",72.5,79500,47790
29077,"Missouri","Greene County",73.8,125500,46086
29079,"Missouri","Grundy County",66.8,71700,45594
29081,"Missouri","Harrison County",72.5,77700,42917
29083,"Missouri","Henry County",69.2,103300,45795
29085,"Missouri","Hickory County",63.2,89900,34182
29087,"Missouri","Holt County",68,74600,49524
29089,"Missouri","Howard County",66.6,98300,52700
29091,"Missouri","Howell County",64.8,94200,38357
29093,"Missouri","Iron County",59.5,77200,37435
29095,"Missouri","Jackson County",76.1,129900,55134
29097,"Missouri","Jasper County",67.5,93400,48357
29099,"Missouri","Jefferson County",79.7,154700,65454
29101,"Missouri","Johnson County",81.6,133100,55273
29103,"Missouri","Knox County",59.6,56500,40000
29105,"Missouri","Laclede County",65.4,93000,47257
29107,"Missouri","Lafayette County",70.8,121000,58766
29109,"Missouri","Lawrence County",70.8,94700,44742
29111,"Missouri","Lewis County",69.2,79400,45988
29113,"Missouri","Lincoln County",76.4,155600,64196
29115,"Missouri","Linn County",67.9,66800,45930
29117,"Missouri","Livingston County",66.5,92700,46992
29119,"Missouri","McDonald County",51.6,86800,41643
29121,"Missouri","Macon County",64,84200,42746
29123,"Missouri","Madison County",61.8,83400,43636
29125,"Missouri","Maries County",57.5,112500,47569
29127,"Missouri","Marion County",72.6,91200,48784
29129,"Missouri","Mercer County",64.4,69600,47298
29131,"Missouri","Miller County",65,108200,47171
29133,"Missouri","Mississippi County",66.1,67400,35357
29135,"Missouri","Moniteau County",59.5,111900,58010
29137,"Missouri","Monroe County",63.2,79100,43966
29139,"Missouri","Montgomery County",61.5,107300,46757
29141,"Missouri","Morgan County",58.2,114400,39003
29143,"Missouri","New Madrid County",62.3,67100,38679
29145,"Missouri","Newton County",66.2,103400,50813
29147,"Missouri","Nodaway County",73,94900,44232
29149,"Missouri","Oregon County",53.5,69200,33601
29151,"Missouri","Osage County",59.9,120400,61687
29153,"Missouri","Ozark County",55.4,107000,31947
29155,"Missouri","Pemiscot County",62.4,61200,33859
29157,"Missouri","Perry County",72,122400,55863
29159,"Missouri","Pettis County",71.4,93200,46157
29161,"Missouri","Phelps County",76,114700,44154
29163,"Missouri","Pike County",66.1,97900,46385
29165,"Missouri","Platte County",87.5,185100,80393
29167,"Missouri","Polk County",71.8,112300,45660
29169,"Missouri","Pulaski County",77.2,120200,53492
29171,"Missouri","Putnam County",63,98200,42849
29173,"Missouri","Ralls County",75.8,106800,55377
29175,"Missouri","Randolph County",69.8,81100,47740
29177,"Missouri","Ray County",71,126100,61957
29179,"Missouri","Reynolds County",63.2,76300,40324
29181,"Missouri","Ripley County",64.3,68100,34971
29183,"Missouri","St. Charles County",86.6,197300,84978
29185,"Missouri","St. Clair County",60,82800,38870
29186,"Missouri","Ste. Genevieve County",68.8,124700,60129
29187,"Missouri","St. Francois County",71.3,101800,46466
29189,"Missouri","St. Louis County",82.4,179300,67420
29195,"Missouri","Saline County",69.7,84000,44720
29197,"Missouri","Schuyler County",56.7,55900,42694
29199,"Missouri","Scotland County",69.3,75000,50085
29201,"Missouri","Scott County",71.1,95000,44139
29203,"Missouri","Shannon County",49.4,72100,34265
29205,"Missouri","Shelby County",69.5,69400,44083
29207,"Missouri","Stoddard County",68.7,80800,41062
29209,"Missouri","Stone County",72.9,139900,49656
29211,"Missouri","Sullivan County",62.7,68700,46481
29213,"Missouri","Taney County",74.5,132100,46031
29215,"Missouri","Texas County",57.9,92100,35067
29217,"Missouri","Vernon County",71.6,82600,43276
29219,"Missouri","Warren County",74,161000,60125
29221,"Missouri","Washington County",59,82400,41483
29223,"Missouri","Wayne County",61.7,72200,34316
29225,"Missouri","Webster County",64.2,120500,50560
29227,"Missouri","Worth County",68.4,57600,53580
29229,"Missouri","Wright County",61.4,89300,34776
29510,"Missouri","St. Louis city",67.8,122200,43896
30001,"Montana","Beaverhead County",72.6,169700,43201
30003,"Montana","Big Horn County",59.1,89700,49859
30005,"Montana","Blaine County",63.7,73100,41279
30007,"Montana","Broadwater County",67.9,159700,60594
30009,"Montana","Carbon County",72.1,200700,58707
30011,"Montana","Carter County",70.4,66200,48000
30013,"Montana","Cascade County",72.9,146600,49913
30015,"Montana","Chouteau County",67.5,107000,42298
30017,"Montana","Custer County",75.9,86700,52965
30019,"Montana","Daniels County",72.5,77300,57440
30021,"Montana","Dawson County",75,100300,58596
30023,"Montana","Deer Lodge County",70.1,102600,41820
30025,"Montana","Fallon County",74.3,86700,64545
30027,"Montana","Fergus County",72.6,104100,50540
30029,"Montana","Flathead County",79.9,231800,56182
30031,"Montana","Gallatin County",85.2,277300,66397
30033,"Montana","Garfield County",70.1,68800,42000
30035,"Montana","Glacier County",53.7,73600,36045
30037,"Montana","Golden Valley County",70.2,90900,43875
30039,"Montana","Granite County",73.9,169900,49881
30041,"Montana","Hill County",71.5,109000,49321
30043,"Montana","Jefferson County",77.8,225300,69646
30045,"Montana","Judith Basin County",70.8,101500,43661
30047,"Montana","Lake County",68.5,201900,48829
30049,"Montana","Lewis and Clark County",78.3,185500,65791
30051,"Montana","Liberty County",61.9,71400,44875
30053,"Montana","Lincoln County",69.6,148500,40140
30055,"Montana","McCone County",66.3,82800,49701
30057,"Montana","Madison County",67.3,240100,54107
30059,"Montana","Meagher County",64.2,96500,46607
30061,"Montana","Mineral County",63.8,159400,41705
30063,"Montana","Missoula County",81.4,233700,54062
30065,"Montana","Musselshell County",73.9,112200,43274
30067,"Montana","Park County",75.2,207300,53068
30069,"Montana","Petroleum County",73.8,106800,51250
30071,"Montana","Phillips County",67.4,79100,46212
30073,"Montana","Pondera County",66.3,86200,51151
30075,"Montana","Powder River County",68.6,99700,54427
30077,"Montana","Powell County",65.8,114600,54667
30079,"Montana","Prairie County",69,69400,43625
30081,"Montana","Ravalli County",74.1,235500,53054
30083,"Montana","Richland County",74.7,106500,67205
30085,"Montana","Roosevelt County",64.7,61700,43194
30087,"Montana","Rosebud County",56.5,102900,57992
30089,"Montana","Sanders County",65.2,172500,40823
30091,"Montana","Sheridan County",76,68400,55521
30093,"Montana","Silver Bow County",71,117200,45718
30095,"Montana","Stillwater County",77,170100,64645
30097,"Montana","Sweet Grass County",70.5,184100,49886
30099,"Montana","Teton County",72.2,133700,55000
30101,"Montana","Toole County",70.4,97900,50721
30103,"Montana","Treasure County",64.4,66200,43047
30105,"Montana","Valley County",71.3,81400,53162
30107,"Montana","Wheatland County",64.3,85000,39655
30109,"Montana","Wibaux County",53.7,60000,53958
30111,"Montana","Yellowstone County",80.3,168800,61264
31001,"Nebraska","Adams County",76,95000,53023
31003,"Nebraska","Antelope County",70.3,67000,49912
31005,"Nebraska","Arthur County",69.5,76100,42813
31007,"Nebraska","Banner County",79.3,76900,51750
31009,"Nebraska","Blaine County",78.4,57600,51094
31011,"Nebraska","Boone County",75.6,71100,54979
31013,"Nebraska","Box Butte County",76.4,90600,54004
31015,"Nebraska","Boyd County",65.2,52100,47778
